2026-03-01 20:53:47,597 | INFO | phase2.config | Loaded config from C:\Users\garre\Desktop\P2\New folder\phase2\configs\experiments\default.yaml
2026-03-05 21:50:23,442 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 22:03:45,521 | INFO | phase2.config | Loaded config from C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\configs\experiments\default.yaml
2026-03-05 22:03:45,522 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 22:15:58,992 | INFO | phase2.config | Loaded config from C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\configs\experiments\default.yaml
2026-03-05 22:15:58,993 | INFO | phase2.cli | Logs writing to C:\Users\osart\OneDrive - Umich\SWTProject\Phase2_SWE_Testing\phase2\artifacts\logs\phase2.log
2026-03-05 22:15:59,255 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:15:59,898 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:00,382 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:00,828 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:01,289 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:01,762 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:02,157 | INFO | phase2.test_runner | Running tests for repo_id=20555659 using maven (system)
2026-03-05 22:16:03,625 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:04,343 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:05,495 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:06,619 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:07,700 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:08,835 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:09,980 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:11,125 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:12,379 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:13,574 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:14,717 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:16,014 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:17,508 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:18,059 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:19,329 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:20,072 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:21,364 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:22,655 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:23,976 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:25,327 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:26,800 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:28,124 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:28,783 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:29,918 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:31,177 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:32,787 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:33,237 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:33,789 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:34,315 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:34,722 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:35,162 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:36,123 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:37,071 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:38,392 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:39,068 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:40,176 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:41,339 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:42,454 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:43,679 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:44,732 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:45,859 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:47,064 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:48,246 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:49,521 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:50,673 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:51,910 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:16:53,331 | INFO | phase2.test_runner | Running tests for repo_id=35897457 using gradle (wrapper)
2026-03-05 22:17:48,376 | INFO | phase2.test_runner | Running tests for repo_id=35897457 using maven (system)
2026-03-05 22:17:48,954 | INFO | phase2.test_runner | Running tests for repo_id=35897457 using maven (system)
2026-03-05 22:17:49,487 | INFO | phase2.test_runner | Running tests for repo_id=35897457 using maven (system)
2026-03-05 22:17:50,414 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:50,993 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:52,007 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:52,991 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:54,061 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:55,200 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:56,272 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:57,343 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:58,424 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:17:59,466 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:00,536 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:01,627 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:02,890 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:03,553 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:04,786 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:05,528 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:06,595 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:07,735 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:08,772 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:09,796 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:11,568 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:12,605 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:13,730 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:14,810 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:15,996 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:17,189 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:19,264 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:20,310 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:20,900 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:21,643 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:22,229 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:22,682 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:23,075 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:24,242 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:24,863 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:25,937 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:27,041 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:28,038 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:29,041 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:30,068 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:31,045 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:32,084 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:33,169 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:34,390 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:35,036 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:36,299 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:37,517 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:38,783 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:39,348 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:39,922 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:40,408 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:40,768 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:41,917 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:42,573 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:43,766 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:45,057 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:46,331 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:47,817 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:49,265 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:50,652 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:52,033 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:53,739 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:55,519 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:56,307 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:57,990 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:18:59,398 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:00,261 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:00,990 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:01,530 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:02,105 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:02,722 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:03,281 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:03,812 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:04,271 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:04,865 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:05,650 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:06,294 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:07,823 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:08,899 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:09,414 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:09,984 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:10,603 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:11,142 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:11,672 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:12,204 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:12,775 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:13,246 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:13,766 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:14,288 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:14,771 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:15,259 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:15,732 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:16,383 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:17,341 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:18,411 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:19,294 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:19,835 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:20,903 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:21,411 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
2026-03-05 22:19:21,961 | INFO | phase2.test_runner | Running tests for repo_id=4159017 using maven (system)
